language.EnglishName|language.hlCode|language.google|look_back.title|look_up.title|look_forward.title|look_back.question.1|look_back.question.2|look_back.question.3|look_back.question.4|look_back.question.5|look_up.question.1|look_up.question.2|look_up.question.3|look_up.question.4|look_up.question.5|look_up.question.6|look_forward.question.1|look_forward.question.2|look_forward.question.3|look_forward.question.4|promo.discovery_bible_study|promo.discuss_with_friends|promo.invite_to_discover|promo.discussion_starter||promo.individual_discovery|promo.group_discovery|select_passage|topic.1|topic.2|topic.3|topic.4|topic.5|topic.6|topic.7|topic.8|topic.9|topic.10|topic.11|topic.12|topic.13|topic.14|topic.15|topic.16|topic.17|topic.18|topic.19|topic.20|topic.21|topic.22|topic.23
Hmong|mww01|hmn|Saib rov qab|Saib|Saib rau pem hauv ntej|Koj ua tsaug dab tsi rau lub lim tiam no?|Koj tawm tsam dab tsi thiab peb yuav pab tau li cas?|Koj ua li cas rau kev xyaum vaj lug kub/zaj dab neeg uas peb kawm zaum kawg peb ntsib?|Koj tau qhia lub lim tiam dhau los nrog leej twg thiab nws mus li cas?|Koj tau ntsib dab tsi hauv zej zog lub lim tiam dhau los?|Hais kom ib tug neeg nyeem nqe lus ib nqe lus ib zaug.|Kom ib tug tswv cuab hauv pab pawg qhia nws hauv lawv cov lus.|Nug pab pawg seb lawv ntxiv dab tsi los yog tso dab tsi tawm.|Thaum koj ua tiav tag nrho cov kab lus, nug ib tus neeg hauv pab pawg los qhia TAG NRHO zaj dab neeg los ntawm kev nco. Kom pab pawg kho tej yam yuam kev.|Nqe no qhia li cas rau peb txog Vajtswv lossis Yexus?|Nqe no qhia li cas rau peb txog tib neeg?|Yog tias nqe lus no muaj tseeb, peb yuav tsum hloov tus cwj pwm li cas rau lub lim tiam no?|Leej twg koj yuav qhia zaj dab neeg no rau lub lim tiam no?|Peb tuaj yeem ntsib dab tsi hauv zej zog lub lim tiam no?|Thaum twg koj xav ntsib dua?|Nrhiav Kev Kawm Vajlugkub|Tham nrog phooj ywg|Koj puas xav pom nrog koj cov phooj ywg seb Vajtswv zoo li cas thiab Vajtswv xav kom koj nyob li cas?|Nov yog qee cov lus nug kom pib koj qhov kev sib tham.||Koj puas xav pom koj tus kheej seb Vajtswv zoo li cas thiab Vajtswv xav kom koj nyob li cas?|Cov neeg feem coob nyiam ua cov kev tshawb pom no hauv ib pawg nrog lawv cov phooj ywg.|Xaiv Txoj Kev|Qhov Pib|Lub Vaj|Qhov Xaiv|Abraham|10 Lus txib|Kev Txhaum Cai|Kev txom nyem|Yug Yexus|Kev cai raus dej ntawm Yexus|Nicodemus|Poj Niam Xamalis|Tus txiv neej tuag tes tuag taw|Cua daj|Dab Ntxwg Nyoog|Lazarus|Lo Lus|raug ntes|Tswv Yexus Lub Xeem|Muab ntsia saum ntoo Khaublig|Kev Sawv Rov Los|Tau Txais|Teb|Zej Zog
Hungarian|hng00|hu|Nézz vissza|Nézz fel|Nézz előre|Miért vagy hálás ezen a héten?|Mivel küzd, és hogyan segíthetünk?|Hogyan alkalmaztad a gyakorlatban azt a szentírást/történetet, amelyet legutóbbi találkozásunkkor tanultunk?|Kivel osztottad meg a múlt heti leckét és hogyan sikerült?|Milyen igényeket elégített ki a múlt héten a közösségben?|Kérj meg valakit, hogy olvassa el a részt egy-egy bekezdésben.|Mondja el egy csoporttag a saját szavaival.|Kérdezze meg a csoportot, hogy hozzáadtak-e valamit, vagy kihagytak-e valamit.|Amikor befejezte az ÖSSZES bekezdést, kérjen meg valakit a csoportból, hogy fejből mondja el az EGÉSZ történetet. A csoport javítsa ki az esetleges hibákat.|Mit árul el ez a rész Istenről vagy Jézusról?|Mit mond el ez a rész az emberekről?|Ha ez a szövegrész igaz, milyen magatartást kellene változtatnunk ezen a héten?|Kinek mondod el ezt a történetet ezen a héten?|Milyen igényeket tudunk kielégíteni a közösségben ezen a héten?|Mikor szeretnél újra találkozni?|Felfedező bibliatanulmányozás|Beszélgetés a barátokkal|Szeretnéd barátaiddal felfedezni, milyen Isten, és hogyan akarja Isten, hogy élj?|Íme néhány kérdés a beszélgetés elindításához.||Szeretnéd magad felfedezni, milyen Isten, és hogyan akarod, hogy élj?|A legtöbb ember szereti ezeket a felfedezéseket a barátaival egy csoportban megtenni.|Válassza az Átjárás lehetőséget|A Kezdet|A Kert|A választás|Ábrahám|10 parancsolat|A bűnért való felajánlások|Szenvedő szolga|Jézus születése|Jézus keresztsége|Nikodémus|Szamaritánus Nő|Bénult ember|A Vihar|Démontól megszállott ember|Lázár|Az Ige|Letartóztatott|Jézus tárgyalása|Keresztre feszítve|Feltámadás|Felvett|Válaszok|Közösség
Icelandic|Ice99|is|Horfðu til baka|Horfðu upp|Horfðu fram|Hvað ertu þakklátur fyrir þessa vikuna?|Hvað ertu að berjast við og hvernig getum við aðstoðað?|Hvernig framkvæmdir þú ritninguna/söguna sem við lærðum síðast þegar við hittumst?|Með hverjum deildir þú kennslustundinni í síðustu viku og hvernig gekk?|Hvaða þörfum uppfylltir þú í samfélaginu í síðustu viku?|Biddu einhvern um að lesa textann eina málsgrein í einu.|Láttu hópmeðlim segja það með eigin orðum.|Spyrðu hópinn hvort hann hafi bætt einhverju við eða sleppt einhverju.|Þegar þú ert búinn með ÖLLUM málsgreinum skaltu biðja einhvern í hópnum að segja ALLA söguna eftir minni. Láttu hópinn leiðrétta allar villur.|Hvað segir þessi texti okkur um Guð eða Jesú?|Hvað segir þessi texti okkur um fólk?|Ef þessi leið er sönn, hvaða hegðun ættum við að breyta í þessari viku?|Hverjum ætlar þú að segja þessa sögu í þessari viku?|Hvaða þörfum getum við mætt í samfélaginu í þessari viku?|Hvenær vilt þú hittast aftur?|Discovery biblíunám|Ræddu við vini|Viltu uppgötva með vinum þínum hvernig Guð er og hvernig Guð vill að þú lifir?|Hér eru nokkrar spurningar til að koma umræðunni af stað.||Viltu uppgötva sjálfur hvernig Guð er og hvernig Guð vill að þú lifir?|Flestum finnst gaman að gera þessar uppgötvanir í hópi með vinum sínum.|Veldu Passage|Upphafið|Garðurinn|Valið|Abraham|10 boðorð|Fórnir fyrir synd|Þjáður þjónn|Fæðing Jesú|Skírn Jesú|Nikodemus|Samversk kona|Lamaður maður|Stormurinn|Djöfla-haldinn maður|Lasarus|Orðið|Handtekinn|Réttarhöld Jesú|Krossfestur|Upprisa|Tekið upp|Viðbrögð|Samfélag
Igbo||ig||||||||||||||||||||||||||||||||||||||||||||Ọnwụnwa Jizọs|||||Ogbe
Ilocano||ilo||||||||||||||||||||||||||||||||||||||||||||#VALUE!|||||#VALUE!
Indonesian|inz00|id|Lihat Kembali|Menengadah|Lihatlah ke depan|Apa yang kamu syukuri minggu ini?|Apa kesulitan Anda dan apa yang bisa kami bantu?|Bagaimana Anda mempraktikkan tulisan suci/cerita yang kita pelajari terakhir kali kita bertemu?|Dengan siapa Anda berbagi pelajaran minggu lalu dan bagaimana kelanjutannya?|Kebutuhan apa yang Anda penuhi di komunitas minggu lalu?|Mintalah seseorang untuk membaca bagian itu satu paragraf dalam satu waktu.|Mintalah seorang anggota kelompok menceritakannya dengan kata-katanya sendiri.|Tanyakan kepada kelompok apakah mereka menambahkan sesuatu atau tidak.|Ketika Anda selesai dengan SEMUA paragraf, mintalah seseorang dalam kelompok untuk menceritakan SELURUH cerita berdasarkan hafalan. Mintalah kelompok memperbaiki kesalahan apa pun.|Apa yang ayat ini katakan kepada kita tentang Allah atau Yesus?|Apa yang ayat ini beritahukan kepada kita tentang manusia?|Jika ayat ini benar, perilaku apa yang harus kita ubah minggu ini?|Kepada siapa Anda akan menceritakan kisah ini minggu ini?|Kebutuhan apa yang dapat kita penuhi di masyarakat minggu ini?|Kapan kamu ingin bertemu lagi?|Studi Alkitab Penemuan|Diskusikan dengan Teman|Apakah Anda ingin mengetahui bersama teman-teman Anda seperti apa Tuhan itu dan bagaimana Tuhan ingin Anda hidup?|Berikut beberapa pertanyaan untuk memulai diskusi Anda.||Maukah Anda menemukan sendiri seperti apa Tuhan itu dan bagaimana Tuhan ingin Anda hidup?|Kebanyakan orang suka membuat penemuan ini dalam kelompok bersama teman-temannya.|Pilih Bagian|Awal mula|Taman|Pilihan|Abraham|10 Perintah|Persembahan untuk Dosa|Hamba yang Menderita|Kelahiran Yesus|Baptisan Yesus|Nikodemus|Wanita Samaria|Manusia Lumpuh|Badai|Orang yang Kerasukan Setan|Lazarus|Firman|Ditangkap|Pengadilan Yesus|Disalibkan|Kebangkitan|Diambil|Tanggapan|Masyarakat
Irish|Iri99|ga|Féach Siar|Féach Suas|Féach Ar Aghaidh|Cad atá tú buíoch as an tseachtain seo?|Cad leis a bhfuil tú ag streachailt agus conas is féidir linn cabhrú?|Conas a chuir tú an scrioptúr/scéal ar a ndearnamar staidéar air an uair dheireanach a bhuaileamar i bhfeidhm?|Cé leis a roinn tú ceacht na seachtaine seo caite agus conas a chuaigh sé?|Cad iad na riachtanais a bhí agat sa phobal an tseachtain seo caite?|Iarr ar dhuine an sliocht alt amháin a léamh ag an am.|Iarr ar bhall den ghrúpa é a insint ina bhfocail féin.|Fiafraigh den ghrúpa ar chuir siad aon rud leis nó ar fhág siad aon rud amach.|Nuair a chríochnaíonn tú le GACH alt, iarr ar dhuine sa ghrúpa an scéal UILE a insint de ghlanmheabhair. Iarr ar an ngrúpa aon earráidí a cheartú.|Cad a insíonn an sliocht seo dúinn faoi Dhia nó faoi Íosa?|Cad a insíonn an sliocht seo dúinn faoi dhaoine?|Más fíor an sliocht seo, cén iompar ba cheart dúinn a athrú an tseachtain seo?|Cé leis a inseoidh tú an scéal an tseachtain seo?|Cad iad na riachtanais ar féidir linn freastal orthu sa phobal an tseachtain seo?|Cathain ar mhaith leat bualadh le chéile arís?|Staidéar Bíobla Fionnachtana|Plé le Cairde|Ar mhaith leat a fháil amach le do chairde cad é mar Dhia agus conas ba mhaith le Dia duit maireachtáil?|Seo roinnt ceisteanna chun tús a chur le do phlé.||Ar mhaith leat a fháil amach duit féin cad é mar atá Dia agus conas ba mhaith le Dia tú a bheith beo?|Is maith le formhór na ndaoine na fionnachtana seo a dhéanamh i ngrúpa lena gcairde.|Roghnaigh Sliocht|An Tús|An Gairdín|An Rogha|Abraham|10 nAitheanta|Tairiscintí ar son an pheaca|Seirbhíseach Fulaingt|Breith Íosa|Baisteadh Íosa|Nicodemus|Bean Samárach|Fear Pairilis|An Stoirm|Fear i seilbh Demon|Lazarus|An Briathar|Gabhadh|Triail Íosa|céasadh|Aiséirí|Tógtha Suas|Freagraí|Pobal
Italian|itn00|it|Guarda indietro|Cercare|Guarda avanti|Per cosa sei grato questa settimana?|Con cosa stai lottando e come possiamo aiutarti?|Come hai messo in pratica la scrittura/storia che abbiamo studiato l'ultima volta che ci siamo incontrati?|Con chi hai condiviso la lezione della settimana scorsa e come è andata?|Quali bisogni hai incontrato nella comunità la scorsa settimana?|Chiedi a qualcuno di leggere il passaggio un paragrafo alla volta.|Chiedi a un membro del gruppo di raccontarlo con parole sue.|Chiedi al gruppo se hanno aggiunto o tralasciato qualcosa.|Quando finisci TUTTI i paragrafi, chiedi a qualcuno del gruppo di raccontare TUTTA la storia a memoria. Chiedi al gruppo di correggere eventuali errori.|Cosa ci dice questo passaggio su Dio o Gesù?|Cosa ci dice questo passaggio sulle persone?|Se questo passaggio è vero, quale comportamento dovremmo cambiare questa settimana?|A chi racconterai questa storia questa settimana?|Quali bisogni possiamo soddisfare nella comunità questa settimana?|Quando vuoi incontrarci di nuovo?|Studio biblico alla scoperta|Discutere con gli amici|Ti piacerebbe scoprire con i tuoi amici com'è Dio e come Dio vuole che tu viva?|Ecco alcune domande per avviare la discussione.||Ti piacerebbe scoprire da solo com'è Dio e come Dio vuole che tu viva?|Alla maggior parte delle persone piace fare queste scoperte in gruppo con i propri amici.|Seleziona Passaggio|L'inizio|Il giardino|La scelta|Abramo|10 comandamenti|Offerte per il peccato|Servo sofferente|Nascita di Gesù|Battesimo di Gesù|Nicodemo|Donna Samaritana|Uomo paralizzato|La Tempesta|Un uomo posseduto dal demone|Lazzaro|La Parola|Arrestato|Il processo di Gesù|Crocifisso|Risurrezione|Preso|Risposte|Comunità
Japanese|jpn00|ja|振り返って|見上げる|楽しみにする|今週あなたが感謝していることは何ですか?|あなたは何に悩んでいますか? 私たちがどのようにお手伝いできるでしょうか?|前回会ったときに私たちが勉強した聖句や物語をどのように実践しましたか?|先週のレッスンを誰と共有しましたか?また、そのレッスンはどうでしたか?|先週、コミュニティでどのようなニーズに応えましたか?|誰かにその文章を一度に 1 段落ずつ読んでもらいます。|グループのメンバーに自分の言葉で話してもらいます。|何かを追加したり、何かを省略したりしたかどうかをグループに尋ねます。|すべての段落を読み終えたら、グループの誰かにストーリー全体を暗記して語ってもらいます。グループにエラーを修正してもらいます。|この聖句は神やイエスについて何を語っているのでしょうか?|この聖句は人々について何を教えてくれますか?|この聖句が本当なら、今週私たちはどのような行動を変えるべきでしょうか?|今週この話を誰に話しますか?|今週、地域社会でどのようなニーズを満たすことができるでしょうか?|またいつ会いたいですか？|ディスカバリー聖書研究|友達とディスカッションする|友達と一緒に、神がどのような方なのか、そして神があなたにどのように生きてほしいと望んでいるのかを発見してみませんか?|ディスカッションを開始するためのいくつかの質問があります。||神がどのような方なのか、そして神があなたにどのように生きてほしいと望んでいるのかを自分自身で発見してみませんか?|ほとんどの人は、友達とグループでこうした発見をすることを好みます。|通路を選択|始まり|ザ・ガーデン|選択|アブラハム|十戒|罪のための供物|苦しみのサーヴァント|イエスの誕生|イエスの洗礼|ニコデモ|サマリア人の女性|麻痺した男|嵐|悪魔に取り憑かれた男|ラザロ|言葉|逮捕された|イエスの裁判|十字架につけられた|復活|取り上げられた|応答|コミュニティ
Javanese|Jan-00|jv|Deleng Mbalik|Ndeleng munggah|Deleng Maju|Apa sampeyan matur nuwun kanggo minggu iki?|Apa sampeyan berjuang lan kepiye carane bisa mbantu?|Piyé carané panjenengan ngetrapké kitab suci/crita sing wis disinaoni wingi ketemu?|Sapa sing sampeyan bareng karo pelajaran minggu kepungkur lan kepiye carane?|Keperluan apa sing sampeyan temoni ing komunitas minggu kepungkur?|Takon wong maca wacana siji-sijine paragraf.|Duwe anggota klompok nyritakake nganggo tembung dhewe.|Takon klompok yen dheweke nambahake apa wae utawa ninggalake apa wae.|Yen wis rampung karo ALL paragraf, takon wong ing grup kanggo nyritakake kabeh crita kanthi memori. Minta klompok mbenerake kesalahan.|Apa sing dicritakké ing wacan iki bab Gusti Allah utawa Yésus?|Apa sing dicritakake ing wacan iki babagan wong?|Yen wacana iki bener, prilaku apa sing kudu kita ganti minggu iki?|Sapa sing bakal sampeyan critakake minggu iki?|Kabutuhan apa sing bisa kita temoni ing masyarakat ing minggu iki?|Kapan arep ketemu maneh?|Sinau Kitab Suci Discovery|Diskusi karo kanca|Punapa panjenengan kersa manggihaken kaliyan kanca-kanca kados pundi Gusti Allah punika lan kados pundi kersanipun Gusti Allah panjenengan gesang?|Kene sawetara pitakonan kanggo miwiti diskusi.||Punapa panjenengan kersa mangertos piyambak kados pundi Gusti Allah lan kados pundi kersanipun Gusti?|Umume wong seneng nggawe panemuan kasebut ing grup karo kanca-kanca.|Pilih Passage|Wiwitan|Taman|Pilihan|Abraham|10 Prentah|Kurban kanggo Dosa|Pelayan Sengsara|Lairipun Gusti Yesus|Baptisané Gusti Yésus|Nikodémus|Wong wadon Samaria|Wong lumpuh|The Storm|Wong Kesurupan Dhemit|Lazarus|Tembung|Dicekel|Pacobaning Gusti Yesus|disalib|Wunguné|Dijupuk|Tanggapan|masyarakat
